Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas80345         Pavarde80345        5       9       8       5       3       10      5       2       10      10      10      10      2       5       2       4       
Vardas80346         Pavarde80346        6       4       8       7       4       6       5       5       2       4       3       1       6       7       5       5       
Vardas80347         Pavarde80347        2       1       10      1       8       5       1       1       10      10      10      6       4       10      1       7       
Vardas80348         Pavarde80348        10      6       6       6       1       4       1       10      5       10      6       7       9       8       2       3       
Vardas80349         Pavarde80349        10      7       5       1       4       5       8       10      3       3       8       7       6       1       6       4       
Vardas80350         Pavarde80350        9       8       7       4       7       10      7       6       3       4       2       2       9       2       4       5       
Vardas80351         Pavarde80351        9       1       10      2       6       7       5       7       4       1       10      6       6       9       10      3       
Vardas80352         Pavarde80352        7       2       3       1       6       1       3       2       1       9       5       1       2       7       8       2       
Vardas80353         Pavarde80353        9       1       2       5       10      1       7       8       6       10      7       5       7       5       3       2       
Vardas80354         Pavarde80354        9       3       5       5       10      4       8       6       8       2       8       8       1       5       4       10      
Vardas80355         Pavarde80355        3       8       10      8       5       5       7       7       5       2       6       6       9       4       4       9       
Vardas80356         Pavarde80356        6       6       6       2       8       7       3       8       10      5       3       8       8       7       5       8       
Vardas80357         Pavarde80357        1       1       1       8       3       2       5       4       5       6       6       2       9       8       3       9       
Vardas80358         Pavarde80358        10      3       5       2       6       8       4       4       9       4       4       10      10      1       1       5       
Vardas80359         Pavarde80359        2       8       9       9       1       2       2       7       8       3       10      3       7       9       5       3       
Vardas80360         Pavarde80360        6       8       5       9       10      7       10      10      4       5       6       10      2       9       3       5       
Vardas80361         Pavarde80361        2       7       7       4       5       6       1       7       8       3       6       7       8       10      9       2       
Vardas80362         Pavarde80362        6       7       3       1       4       10      7       6       10      3       6       7       2       2       7       4       
Vardas80363         Pavarde80363        10      10      10      2       10      6       3       5       4       10      8       4       4       8       1       2       
Vardas80364         Pavarde80364        10      4       6       2       10      7       10      3       3       7       5       2       10      3       4       5       
Vardas80365         Pavarde80365        4       6       9       3       1       4       1       2       1       1       8       5       2       8       4       9       
Vardas80366         Pavarde80366        4       4       2       10      8       8       5       2       6       1       10      7       4       2       7       3       
Vardas80367         Pavarde80367        8       6       7       10      4       9       1       2       1       2       9       8       4       10      2       8       
Vardas80368         Pavarde80368        10      2       6       9       6       1       3       4       7       1       1       1       2       1       5       9       
Vardas80369         Pavarde80369        2       10      3       9       2       5       8       2       3       9       3       8       3       2       9       10      
Vardas80370         Pavarde80370        6       6       2       1       3       10      1       5       8       9       8       1       5       6       3       8       
Vardas80371         Pavarde80371        7       10      6       1       3       5       4       7       1       1       10      8       7       6       8       2       
Vardas80372         Pavarde80372        1       2       8       2       9       1       4       7       5       6       2       1       9       7       5       10      
Vardas80373         Pavarde80373        9       6       8       5       10      3       8       9       7       8       10      3       9       2       5       3       
Vardas80374         Pavarde80374        3       3       3       1       1       5       1       7       6       3       1       6       2       6       10      9       
Vardas80375         Pavarde80375        5       9       4       8       7       9       8       2       1       2       2       3       1       4       8       5       
Vardas80376         Pavarde80376        1       9       2       7       3       3       8       4       1       1       6       3       10      9       6       2       
Vardas80377         Pavarde80377        10      5       10      4       9       10      9       5       3       6       2       6       6       8       9       4       
Vardas80378         Pavarde80378        2       6       5       9       8       1       2       5       8       3       2       4       7       9       10      4       
Vardas80379         Pavarde80379        6       10      3       7       5       8       2       5       10      6       9       8       3       9       1       7       
Vardas80380         Pavarde80380        6       3       2       5       8       1       3       5       3       10      4       1       3       1       4       3       
Vardas80381         Pavarde80381        5       3       7       5       2       9       6       4       8       3       7       5       1       6       8       5       
Vardas80382         Pavarde80382        3       4       2       3       10      4       8       10      5       3       1       1       2       6       7       8       
Vardas80383         Pavarde80383        3       1       9       10      1       2       8       9       8       5       3       7       3       3       9       2       
Vardas80384         Pavarde80384        5       10      5       8       4       8       3       10      2       9       5       3       10      2       8       8       
Vardas80385         Pavarde80385        2       2       8       4       2       9       2       9       7       2       8       3       7       10      6       10      
Vardas80386         Pavarde80386        8       9       8       1       5       5       5       8       1       7       1       9       3       2       5       3       
Vardas80387         Pavarde80387        3       6       8       6       10      10      9       1       7       1       7       6       10      4       8       4       
Vardas80388         Pavarde80388        5       1       7       5       5       8       5       5       9       9       9       4       10      4       3       10      
Vardas80389         Pavarde80389        1       8       10      3       9       4       9       1       4       6       3       1       10      5       6       4       
Vardas80390         Pavarde80390        4       1       8       4       3       3       9       1       7       5       5       7       7       10      6       5       
Vardas80391         Pavarde80391        10      4       2       6       7       3       6       5       10      7       7       10      1       7       3       2       
Vardas80392         Pavarde80392        4       1       6       8       1       8       5       9       4       5       4       5       10      9       3       9       
Vardas80393         Pavarde80393        9       6       7       3       9       6       5       4       1       3       6       4       9       1       10      8       
Vardas80394         Pavarde80394        5       1       4       7       3       2       2       6       6       8       1       4       1       5       6       1       
Vardas80395         Pavarde80395        2       10      1       10      8       7       9       7       2       6       4       5       4       5       8       1       
Vardas80396         Pavarde80396        8       8       6       7       5       5       2       2       8       9       3       8       2       8       6       5       
Vardas80397         Pavarde80397        5       9       3       6       3       6       9       1       3       6       6       4       6       1       8       6       
Vardas80398         Pavarde80398        5       6       2       4       1       4       2       5       3       8       7       6       1       2       6       2       
Vardas80399         Pavarde80399        4       1       6       6       5       6       10      2       9       8       9       10      5       6       8       5       
Vardas80400         Pavarde80400        7       3       5       8       5       3       5       8       1       5       9       3       6       4       7       7       
Vardas80401         Pavarde80401        7       2       9       7       2       9       2       3       4       9       2       5       9       10      5       1       
Vardas80402         Pavarde80402        2       2       3       9       1       6       4       2       9       6       7       10      6       1       10      6       
Vardas80403         Pavarde80403        5       4       5       7       8       6       1       5       1       7       10      4       9       2       10      5       
Vardas80404         Pavarde80404        3       1       7       5       6       8       10      8       3       8       8       5       1       5       3       9       
Vardas80405         Pavarde80405        6       7       8       7       2       1       3       6       4       10      6       9       3       6       2       7       
Vardas80406         Pavarde80406        6       3       4       3       8       7       4       1       9       10      2       9       10      8       3       4       
Vardas80407         Pavarde80407        7       6       1       10      10      8       7       2       7       4       7       9       6       10      4       10      
Vardas80408         Pavarde80408        8       9       1       6       7       5       7       1       6       1       4       3       3       4       8       2       
Vardas80409         Pavarde80409        9       10      2       8       3       10      5       8       1       1       1       7       5       7       3       8       
Vardas80410         Pavarde80410        5       6       5       5       5       3       6       6       6       6       7       3       3       8       6       3       
Vardas80411         Pavarde80411        8       2       9       8       6       1       3       7       10      3       3       5       2       7       8       10      
Vardas80412         Pavarde80412        7       8       10      8       2       2       1       1       8       8       10      9       9       3       10      9       
Vardas80413         Pavarde80413        4       4       5       2       10      5       7       7       7       6       3       8       7       1       7       7       
Vardas80414         Pavarde80414        6       6       3       1       4       5       7       3       10      10      6       4       3       3       5       6       
Vardas80415         Pavarde80415        5       2       3       8       10      5       8       7       2       4       2       1       1       3       5       9       
Vardas80416         Pavarde80416        10      5       4       3       9       4       3       10      3       9       5       7       2       4       4       7       
Vardas80417         Pavarde80417        9       5       9       3       6       9       10      2       2       3       8       10      1       5       8       7       
Vardas80418         Pavarde80418        9       5       8       3       2       7       10      3       7       8       2       9       4       10      10      10      
Vardas80419         Pavarde80419        3       9       1       1       1       9       6       4       9       3       9       2       3       6       2       6       
Vardas80420         Pavarde80420        3       8       7       1       3       6       5       9       8       3       7       8       3       5       5       9       
Vardas80421         Pavarde80421        6       6       4       2       9       2       8       8       1       5       1       7       8       6       8       2       
Vardas80422         Pavarde80422        1       5       8       8       3       5       1       4       8       8       6       6       4       8       9       6       
Vardas80423         Pavarde80423        6       3       5       6       10      3       3       9       5       8       3       4       4       3       1       3       
Vardas80424         Pavarde80424        3       4       6       7       3       1       3       7       5       9       4       3       3       10      1       6       
Vardas80425         Pavarde80425        10      9       8       4       8       8       6       5       4       4       7       4       5       2       1       4       
Vardas80426         Pavarde80426        7       7       5       4       7       8       7       5       8       1       8       9       10      3       1       4       
Vardas80427         Pavarde80427        6       6       4       5       5       5       10      3       4       5       9       9       5       7       8       10      
Vardas80428         Pavarde80428        7       9       6       10      1       10      8       10      4       1       1       2       1       1       6       9       
Vardas80429         Pavarde80429        2       5       5       8       9       8       6       10      2       10      5       2       8       2       5       8       
Vardas80430         Pavarde80430        3       7       3       2       3       1       3       3       7       9       4       4       10      9       3       3       
Vardas80431         Pavarde80431        4       1       7       9       8       7       9       10      2       3       2       8       2       2       8       9       
Vardas80432         Pavarde80432        3       6       5       10      9       6       3       5       8       5       1       1       8       7       9       2       
Vardas80433         Pavarde80433        10      9       8       8       10      6       6       2       7       4       4       5       3       1       6       5       
Vardas80434         Pavarde80434        1       10      6       9       10      8       3       2       1       3       2       3       9       3       5       1       
Vardas80435         Pavarde80435        9       9       5       2       7       5       9       8       9       8       3       3       6       4       5       8       
Vardas80436         Pavarde80436        7       7       7       10      8       5       2       6       4       6       8       9       8       10      1       3       
Vardas80437         Pavarde80437        3       2       10      6       2       1       7       7       3       3       9       6       7       9       5       1       
Vardas80438         Pavarde80438        10      3       7       5       6       1       3       4       3       1       7       10      7       2       6       1       
Vardas80439         Pavarde80439        3       10      10      10      7       3       7       4       4       9       7       2       2       10      5       1       
Vardas80440         Pavarde80440        8       6       3       1       8       2       3       5       6       1       8       9       9       4       4       1       
Vardas80441         Pavarde80441        8       5       1       7       8       6       4       3       10      1       7       7       3       2       4       8       
Vardas80442         Pavarde80442        1       9       8       4       1       6       7       6       3       1       8       10      8       6       3       9       
Vardas80443         Pavarde80443        8       8       8       10      3       6       7       9       6       9       4       7       10      3       2       7       
Vardas80444         Pavarde80444        5       6       3       1       3       6       7       1       1       10      2       3       4       6       8       3       
Vardas80445         Pavarde80445        5       3       8       9       10      5       1       6       10      2       8       4       9       10      3       1       
Vardas80446         Pavarde80446        10      9       7       3       5       1       2       9       6       7       9       7       1       5       4       9       
Vardas80447         Pavarde80447        3       4       2       5       7       6       9       9       7       10      10      6       8       7       8       8       
Vardas80448         Pavarde80448        2       8       8       6       3       7       9       9       9       3       1       1       6       1       3       1       
Vardas80449         Pavarde80449        10      10      7       9       10      6       2       9       3       1       7       7       10      6       9       3       
Vardas80450         Pavarde80450        1       10      5       3       4       4       3       9       7       5       1       8       3       8       9       6       
Vardas80451         Pavarde80451        2       9       10      9       10      2       5       2       2       6       8       5       6       10      3       5       
Vardas80452         Pavarde80452        8       7       1       4       10      7       7       8       4       3       3       8       1       9       3       9       
Vardas80453         Pavarde80453        7       3       6       6       3       6       10      5       6       5       8       10      2       3       1       4       
Vardas80454         Pavarde80454        2       5       7       6       10      4       6       10      4       1       7       3       1       2       6       5       
Vardas80455         Pavarde80455        6       5       5       8       3       2       6       1       3       8       8       9       1       7       8       7       
Vardas80456         Pavarde80456        9       5       2       8       6       7       1       8       8       7       4       3       1       1       6       10      
Vardas80457         Pavarde80457        9       1       4       4       10      2       2       4       3       6       9       7       1       4       3       10      
Vardas80458         Pavarde80458        4       4       3       10      10      9       6       4       5       2       7       8       9       5       4       9       
Vardas80459         Pavarde80459        2       4       3       9       2       8       9       1       10      1       9       3       10      1       10      8       
Vardas80460         Pavarde80460        3       4       3       9       10      4       6       5       3       7       1       8       7       7       4       4       
Vardas80461         Pavarde80461        9       10      10      5       3       9       10      3       3       1       5       9       10      1       6       6       
Vardas80462         Pavarde80462        6       5       4       8       2       9       7       8       9       4       5       9       9       7       8       4       
Vardas80463         Pavarde80463        6       5       9       3       1       10      5       10      8       1       8       3       4       8       9       6       
Vardas80464         Pavarde80464        9       8       5       7       7       4       3       7       9       3       5       5       6       3       10      6       
Vardas80465         Pavarde80465        1       6       6       1       6       8       9       9       1       2       1       10      10      6       10      3       
Vardas80466         Pavarde80466        9       3       9       1       8       9       5       3       1       10      9       8       5       9       2       4       
Vardas80467         Pavarde80467        6       5       8       8       8       2       6       10      2       6       1       5       9       4       7       1       
Vardas80468         Pavarde80468        4       2       1       3       5       3       6       7       1       4       2       7       8       5       1       3       
Vardas80469         Pavarde80469        10      2       4       5       10      10      1       2       5       7       3       6       3       2       1       3       
Vardas80470         Pavarde80470        1       5       1       3       3       10      6       6       5       10      6       3       6       7       9       1       
Vardas80471         Pavarde80471        5       2       1       9       8       10      6       8       6       7       2       4       3       2       3       10      
Vardas80472         Pavarde80472        4       5       7       9       6       7       7       6       1       1       8       5       3       9       9       3       
Vardas80473         Pavarde80473        6       10      1       2       2       2       2       8       3       8       8       4       7       3       10      5       
Vardas80474         Pavarde80474        4       3       5       10      2       6       4       7       1       8       5       3       7       1       4       6       
Vardas80475         Pavarde80475        4       8       1       8       4       1       4       9       2       4       2       4       7       9       3       6       
Vardas80476         Pavarde80476        5       3       9       7       3       1       9       4       7       8       2       1       10      1       8       2       
Vardas80477         Pavarde80477        7       10      4       9       8       8       7       3       7       1       8       3       6       10      8       7       
Vardas80478         Pavarde80478        5       5       6       3       7       1       7       6       6       4       10      6       6       3       7       8       
Vardas80479         Pavarde80479        1       4       7       1       10      3       2       7       9       1       5       4       5       9       2       5       
Vardas80480         Pavarde80480        9       5       8       9       6       10      5       5       6       7       7       7       1       8       7       9       
Vardas80481         Pavarde80481        5       10      9       2       6       6       9       8       10      10      1       3       6       7       10      5       
Vardas80482         Pavarde80482        6       6       6       9       1       10      6       10      8       6       10      5       10      3       4       5       
Vardas80483         Pavarde80483        10      5       5       5       7       6       3       10      8       2       5       7       2       8       7       8       
Vardas80484         Pavarde80484        8       9       5       1       10      3       9       2       1       5       7       4       3       6       5       1       
Vardas80485         Pavarde80485        2       8       6       3       7       5       8       10      5       4       4       9       3       4       6       10      
Vardas80486         Pavarde80486        6       10      2       8       10      2       1       9       4       8       7       4       5       1       10      10      
Vardas80487         Pavarde80487        4       7       2       3       4       3       6       1       3       7       6       1       9       9       8       4       
Vardas80488         Pavarde80488        4       3       8       1       10      2       1       10      8       1       6       5       5       1       6       2       
Vardas80489         Pavarde80489        4       6       10      5       6       10      6       7       1       1       2       9       4       7       8       9       
Vardas80490         Pavarde80490        6       4       2       6       8       3       5       2       7       1       5       7       9       6       3       9       
Vardas80491         Pavarde80491        10      9       3       1       9       7       5       5       8       8       8       8       10      1       3       1       
Vardas80492         Pavarde80492        2       7       1       6       4       5       8       7       4       1       1       2       9       2       1       2       
Vardas80493         Pavarde80493        2       9       2       8       9       9       1       6       10      9       9       3       3       6       8       10      
Vardas80494         Pavarde80494        4       3       5       8       10      6       4       8       6       3       8       2       2       5       1       4       
Vardas80495         Pavarde80495        2       5       10      3       6       4       10      10      10      8       5       7       9       4       7       7       
Vardas80496         Pavarde80496        10      3       7       8       6       5       7       2       1       9       3       5       3       10      8       8       
Vardas80497         Pavarde80497        2       9       6       9       6       6       1       6       6       3       9       10      8       5       9       3       
Vardas80498         Pavarde80498        4       3       1       5       5       5       2       7       10      9       10      9       6       10      8       2       
Vardas80499         Pavarde80499        8       3       9       6       1       9       3       6       10      2       4       8       8       9       3       7       
Vardas80500         Pavarde80500        2       5       4       7       7       2       6       7       9       8       10      7       6       7       9       7       
Vardas80501         Pavarde80501        7       7       1       5       6       4       6       10      8       10      4       5       2       5       4       5       
Vardas80502         Pavarde80502        9       8       8       9       2       10      5       5       6       7       1       4       1       5       4       6       
Vardas80503         Pavarde80503        3       10      7       1       1       5       7       6       6       6       2       6       2       6       5       5       
Vardas80504         Pavarde80504        3       8       5       6       9       7       5       2       10      1       2       9       9       6       7       5       
Vardas80505         Pavarde80505        9       8       3       2       4       4       3       3       8       10      4       9       2       2       5       7       
Vardas80506         Pavarde80506        5       3       5       10      2       8       9       5       1       9       10      2       2       5       5       3       
Vardas80507         Pavarde80507        6       1       8       9       9       6       1       7       6       10      7       8       2       3       1       9       
Vardas80508         Pavarde80508        2       10      1       6       1       1       1       10      2       2       8       5       10      5       1       10      
Vardas80509         Pavarde80509        2       4       4       10      8       6       6       6       1       2       7       8       6       3       3       3       
Vardas80510         Pavarde80510        8       7       1       5       2       8       10      3       5       9       7       5       7       2       4       3       
Vardas80511         Pavarde80511        9       6       6       7       9       8       10      1       3       9       9       3       2       5       4       5       
Vardas80512         Pavarde80512        3       9       3       9       8       4       10      2       9       5       9       3       1       10      3       9       
Vardas80513         Pavarde80513        4       3       7       3       6       6       7       3       3       8       8       10      6       7       10      3       
Vardas80514         Pavarde80514        2       10      5       2       1       8       9       9       4       3       7       10      4       1       3       6       
Vardas80515         Pavarde80515        10      7       9       8       10      5       2       8       2       9       3       6       7       5       8       7       
Vardas80516         Pavarde80516        8       4       2       4       7       6       1       10      6       3       3       8       9       6       3       10      
Vardas80517         Pavarde80517        3       3       3       4       7       3       3       5       2       4       1       3       1       2       8       10      
Vardas80518         Pavarde80518        3       2       3       2       9       8       8       1       9       5       8       9       10      7       9       4       
Vardas80519         Pavarde80519        4       3       7       9       3       2       1       9       5       3       1       6       10      9       8       1       
Vardas80520         Pavarde80520        8       4       9       6       5       10      1       4       9       9       8       3       5       10      2       9       
Vardas80521         Pavarde80521        5       5       4       6       6       10      7       6       6       5       4       8       6       2       4       5       
Vardas80522         Pavarde80522        3       6       9       2       5       3       5       1       5       6       6       8       2       2       10      2       
Vardas80523         Pavarde80523        10      3       10      4       6       2       8       3       10      2       10      2       3       5       9       6       
Vardas80524         Pavarde80524        8       1       9       9       7       2       9       10      4       7       5       6       7       1       3       4       
Vardas80525         Pavarde80525        3       8       4       9       3       7       1       1       9       6       4       8       3       9       3       2       
Vardas80526         Pavarde80526        9       1       5       2       5       4       3       5       2       6       3       3       6       10      4       5       
Vardas80527         Pavarde80527        2       10      9       8       1       1       3       8       6       8       7       4       10      2       6       2       
Vardas80528         Pavarde80528        8       10      8       1       2       10      4       2       6       1       5       9       7       1       4       9       
Vardas80529         Pavarde80529        1       3       4       8       4       10      1       8       9       9       4       5       4       8       4       5       
Vardas80530         Pavarde80530        3       5       6       8       1       8       3       4       6       8       5       2       9       6       3       7       
Vardas80531         Pavarde80531        6       1       4       5       8       4       9       10      6       3       10      6       2       3       4       2       
Vardas80532         Pavarde80532        5       6       10      10      2       10      1       8       2       6       4       7       2       8       9       6       
Vardas80533         Pavarde80533        4       4       9       2       10      8       10      3       1       2       10      7       10      8       2       7       
Vardas80534         Pavarde80534        6       2       7       4       2       5       9       5       6       9       2       7       10      3       9       3       
Vardas80535         Pavarde80535        9       7       4       3       8       2       9       6       2       2       7       7       7       4       4       7       
Vardas80536         Pavarde80536        3       7       4       1       9       4       1       7       4       1       2       1       5       10      5       8       
Vardas80537         Pavarde80537        2       5       1       7       4       4       5       8       5       1       6       1       2       5       6       1       
Vardas80538         Pavarde80538        7       1       10      2       5       9       10      8       10      5       9       7       3       5       8       7       
Vardas80539         Pavarde80539        6       9       10      3       8       2       3       5       10      3       7       7       5       9       9       7       
Vardas80540         Pavarde80540        2       7       7       9       4       10      8       9       3       4       2       1       10      2       7       6       
Vardas80541         Pavarde80541        1       3       10      3       8       8       6       7       6       6       1       4       10      10      3       2       
Vardas80542         Pavarde80542        4       1       10      6       10      2       9       1       7       2       2       8       6       6       3       3       
Vardas80543         Pavarde80543        3       7       2       4       2       9       1       9       5       2       10      5       10      5       3       2       
Vardas80544         Pavarde80544        1       2       3       10      9       3       2       8       7       5       9       9       3       9       3       4       
Vardas80545         Pavarde80545        7       8       1       3       4       6       1       8       3       5       10      6       3       6       9       1       
Vardas80546         Pavarde80546        1       4       9       2       8       9       2       5       4       6       2       5       7       1       6       8       
Vardas80547         Pavarde80547        8       6       8       4       9       8       8       8       8       9       10      6       4       5       10      2       
Vardas80548         Pavarde80548        5       3       8       3       5       1       10      5       10      1       7       1       7       1       7       10      
Vardas80549         Pavarde80549        8       7       5       1       7       7       1       10      6       3       7       4       5       3       3       5       
Vardas80550         Pavarde80550        3       10      3       9       1       3       3       8       9       4       9       1       5       8       2       7       
Vardas80551         Pavarde80551        6       4       10      9       10      1       2       3       9       8       9       4       3       7       9       10      
Vardas80552         Pavarde80552        1       1       1       10      3       7       3       1       10      3       10      3       8       1       6       1       
Vardas80553         Pavarde80553        4       3       6       8       10      4       3       1       9       2       9       6       4       7       1       3       
Vardas80554         Pavarde80554        2       2       4       8       7       8       10      9       8       1       7       2       3       2       4       1       
Vardas80555         Pavarde80555        4       5       7       2       1       3       7       3       7       9       1       7       8       3       8       7       
Vardas80556         Pavarde80556        6       4       4       1       5       10      5       8       7       5       1       9       1       5       5       5       
Vardas80557         Pavarde80557        2       2       4       7       1       7       7       8       4       10      2       10      3       10      1       9       
Vardas80558         Pavarde80558        9       4       6       3       9       4       6       7       4       3       10      10      1       4       4       6       
Vardas80559         Pavarde80559        4       10      10      8       8       10      5       8       8       7       10      10      5       10      8       3       
Vardas80560         Pavarde80560        1       9       10      10      1       10      6       6       5       1       7       1       9       3       10      9       
Vardas80561         Pavarde80561        10      4       7       9       8       10      2       9       4       10      8       6       3       3       10      2       
Vardas80562         Pavarde80562        3       3       3       6       8       8       8       2       10      7       4       1       6       7       6       10      
Vardas80563         Pavarde80563        8       2       9       3       5       7       6       10      6       3       9       8       3       1       8       9       
Vardas80564         Pavarde80564        9       2       8       5       4       7       1       8       9       6       10      2       7       8       7       10      
Vardas80565         Pavarde80565        10      7       9       7       10      4       6       2       8       7       9       8       2       1       5       6       
Vardas80566         Pavarde80566        1       6       10      6       3       1       10      10      8       8       7       10      2       2       6       1       
Vardas80567         Pavarde80567        9       1       5       2       7       4       2       8       6       9       8       7       1       6       10      8       
Vardas80568         Pavarde80568        10      7       8       10      5       6       3       5       5       1       8       1       8       7       5       4       
Vardas80569         Pavarde80569        7       4       2       6       4       3       9       5       6       5       5       10      4       4       2       3       
Vardas80570         Pavarde80570        8       4       7       2       2       7       7       4       10      2       6       8       7       4       3       2       
Vardas80571         Pavarde80571        4       9       5       9       3       1       4       3       1       7       4       1       7       1       10      6       
Vardas80572         Pavarde80572        9       6       6       2       8       3       2       1       9       10      2       4       1       9       5       9       
Vardas80573         Pavarde80573        4       10      9       6       8       6       10      4       7       3       4       5       8       7       2       2       
Vardas80574         Pavarde80574        1       8       4       10      3       8       7       10      3       7       5       3       3       4       6       10      
Vardas80575         Pavarde80575        7       7       1       8       3       10      6       3       7       10      8       9       7       3       3       7       
Vardas80576         Pavarde80576        8       9       9       9       7       4       4       3       6       7       9       7       7       6       7       2       
Vardas80577         Pavarde80577        3       5       2       10      6       8       10      9       6       9       1       3       5       1       7       8       
Vardas80578         Pavarde80578        1       7       8       8       6       1       2       8       5       5       7       8       10      8       3       3       
Vardas80579         Pavarde80579        6       10      1       8       6       5       7       10      6       10      6       1       2       7       2       2       
Vardas80580         Pavarde80580        7       4       10      5       3       3       2       5       3       7       9       9       10      8       3       2       
Vardas80581         Pavarde80581        9       10      5       1       1       7       5       5       7       5       4       10      5       10      7       1       
Vardas80582         Pavarde80582        4       4       8       1       2       5       10      8       3       5       2       8       10      8       3       6       
Vardas80583         Pavarde80583        8       4       10      10      5       10      10      5       5       10      6       7       10      4       1       3       
Vardas80584         Pavarde80584        1       8       9       5       10      6       7       7       2       1       2       5       6       9       4       1       
Vardas80585         Pavarde80585        7       4       7       1       8       9       5       2       10      8       5       7       10      4       10      1       
Vardas80586         Pavarde80586        6       7       6       2       8       6       5       8       8       4       10      5       6       1       3       3       
Vardas80587         Pavarde80587        8       5       2       10      8       2       5       9       5       3       7       3       9       5       8       6       
Vardas80588         Pavarde80588        3       1       10      10      4       3       3       4       2       3       7       3       2       6       3       1       
Vardas80589         Pavarde80589        9       5       5       10      5       3       2       9       2       1       1       1       4       8       2       5       
Vardas80590         Pavarde80590        4       6       5       1       10      5       3       6       3       6       1       5       10      7       3       8       
Vardas80591         Pavarde80591        10      4       1       2       5       1       6       8       4       7       8       3       5       1       6       9       
Vardas80592         Pavarde80592        3       9       2       10      3       3       10      5       5       9       5       7       7       6       6       9       
Vardas80593         Pavarde80593        9       3       7       5       8       4       10      10      7       2       9       10      1       4       1       8       
Vardas80594         Pavarde80594        6       6       9       6       4       6       7       3       3       6       7       2       4       5       9       9       
Vardas80595         Pavarde80595        4       4       7       3       5       8       2       6       2       10      3       1       2       7       9       6       
Vardas80596         Pavarde80596        5       9       8       8       1       6       5       1       9       10      2       8       1       5       7       10      
Vardas80597         Pavarde80597        7       5       1       4       10      2       1       5       5       1       3       3       7       2       4       6       
Vardas80598         Pavarde80598        5       2       2       8       3       1       5       5       7       5       6       3       9       4       1       6       
Vardas80599         Pavarde80599        5       1       6       8       2       1       5       2       8       9       4       6       2       1       2       3       
Vardas80600         Pavarde80600        8       2       6       5       8       5       9       4       9       1       10      1       4       10      5       10      
Vardas80601         Pavarde80601        4       1       4       4       2       9       4       2       2       8       9       6       9       2       5       9       
Vardas80602         Pavarde80602        10      6       10      3       8       7       2       7       2       3       7       7       10      10      10      5       
Vardas80603         Pavarde80603        8       4       2       9       2       10      9       9       1       10      10      1       6       5       2       9       
Vardas80604         Pavarde80604        1       4       10      9       5       1       6       6       2       4       8       10      5       5       5       9       
Vardas80605         Pavarde80605        7       3       3       2       8       6       9       7       10      1       4       7       1       8       8       4       
Vardas80606         Pavarde80606        7       8       3       2       7       3       2       10      8       8       6       2       5       5       1       1       
Vardas80607         Pavarde80607        7       7       6       4       1       4       4       1       9       3       5       2       2       6       8       4       
Vardas80608         Pavarde80608        8       4       1       6       6       2       4       7       1       1       7       8       3       10      5       4       
Vardas80609         Pavarde80609        4       7       6       5       8       8       2       2       3       4       1       7       1       6       4       10      
Vardas80610         Pavarde80610        2       1       5       2       1       6       3       10      1       8       10      1       1       6       4       10      
Vardas80611         Pavarde80611        4       10      2       9       1       4       10      4       4       4       9       5       1       9       3       9       
