Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas7091          Pavarde7091         10      1       5       5       3       4       9       1       10      10      6       4       6       6       1       9       
Vardas7092          Pavarde7092         3       1       5       5       9       7       6       2       6       9       2       1       9       5       2       7       
Vardas7093          Pavarde7093         4       10      6       4       3       9       6       3       2       6       4       4       1       2       6       3       
Vardas7094          Pavarde7094         1       6       2       10      9       10      4       3       5       8       7       7       5       6       3       2       
Vardas7095          Pavarde7095         6       5       4       2       10      3       5       2       1       8       4       5       9       5       10      7       
Vardas7096          Pavarde7096         1       5       2       3       7       9       8       9       10      10      3       10      7       10      9       4       
Vardas7097          Pavarde7097         2       2       10      8       10      3       4       2       1       7       10      1       2       5       10      2       
Vardas7098          Pavarde7098         9       3       3       8       3       4       5       9       4       5       7       6       7       5       7       3       
Vardas7099          Pavarde7099         4       5       8       3       3       5       4       9       1       3       8       2       2       9       2       6       
Vardas7100          Pavarde7100         1       6       2       6       3       9       10      3       3       7       4       7       1       7       8       6       
Vardas7101          Pavarde7101         8       9       2       3       7       7       8       8       4       10      2       1       5       6       9       3       
Vardas7102          Pavarde7102         5       6       7       8       4       2       1       1       2       3       5       6       1       1       5       8       
Vardas7103          Pavarde7103         8       9       1       7       2       2       8       6       6       5       1       2       8       10      7       6       
Vardas7104          Pavarde7104         1       10      5       10      5       3       5       7       7       9       4       10      1       5       7       8       
Vardas7105          Pavarde7105         6       3       10      6       4       4       5       4       4       6       9       4       9       5       7       10      
Vardas7106          Pavarde7106         1       6       8       7       6       8       1       6       2       2       9       10      2       9       7       2       
Vardas7107          Pavarde7107         8       3       3       4       6       2       7       3       2       8       6       8       9       4       5       10      
Vardas7108          Pavarde7108         9       8       3       2       8       5       8       1       3       2       1       6       4       6       10      3       
Vardas7109          Pavarde7109         9       1       2       8       8       2       3       1       2       3       2       9       8       7       8       4       
Vardas7110          Pavarde7110         5       4       3       7       3       7       7       5       6       3       2       5       1       8       9       8       
Vardas7111          Pavarde7111         7       6       4       6       5       6       5       6       2       5       6       9       9       4       7       6       
Vardas7112          Pavarde7112         2       7       7       6       9       1       8       10      1       6       7       4       2       3       6       1       
Vardas7113          Pavarde7113         1       4       5       3       4       9       4       1       9       3       4       2       8       8       1       2       
Vardas7114          Pavarde7114         10      8       10      10      10      3       10      2       8       9       5       3       1       8       2       5       
Vardas7115          Pavarde7115         2       3       2       10      1       1       1       1       1       7       3       8       3       1       9       6       
Vardas7116          Pavarde7116         5       5       1       2       4       9       9       10      1       10      1       6       6       2       8       4       
Vardas7117          Pavarde7117         4       8       8       9       4       2       8       1       7       4       1       1       7       1       9       2       
Vardas7118          Pavarde7118         3       2       9       3       1       4       9       5       3       8       10      10      3       9       1       1       
Vardas7119          Pavarde7119         9       1       8       9       6       1       9       3       1       4       1       1       1       3       6       4       
Vardas7120          Pavarde7120         10      9       2       2       1       10      5       9       6       3       10      2       3       3       2       7       
Vardas7121          Pavarde7121         4       5       5       5       2       6       7       7       6       7       10      7       9       8       7       4       
Vardas7122          Pavarde7122         5       3       9       9       8       9       4       1       10      5       10      6       8       6       8       8       
Vardas7123          Pavarde7123         6       5       2       1       4       9       8       5       8       2       5       4       10      1       3       6       
Vardas7124          Pavarde7124         9       5       5       6       5       4       1       10      3       1       4       9       3       9       6       8       
Vardas7125          Pavarde7125         1       4       8       7       9       1       9       9       1       1       5       7       10      1       1       7       
Vardas7126          Pavarde7126         6       3       7       8       8       9       5       2       5       5       8       4       10      4       8       4       
Vardas7127          Pavarde7127         4       6       5       6       9       1       3       5       5       1       5       4       1       5       4       6       
Vardas7128          Pavarde7128         5       7       8       6       2       4       4       6       6       6       5       2       6       7       5       3       
Vardas7129          Pavarde7129         5       3       2       1       10      1       7       7       2       8       10      8       4       4       9       6       
Vardas7130          Pavarde7130         4       3       3       10      10      8       4       5       8       4       10      9       10      5       4       8       
Vardas7131          Pavarde7131         6       5       6       3       2       1       10      9       9       6       8       3       8       3       3       1       
Vardas7132          Pavarde7132         1       7       5       3       1       9       2       7       10      3       10      9       2       6       2       2       
Vardas7133          Pavarde7133         3       2       6       9       5       5       1       1       10      2       6       8       10      7       1       3       
Vardas7134          Pavarde7134         2       4       4       2       4       6       10      9       6       2       6       2       10      3       10      1       
Vardas7135          Pavarde7135         2       4       7       3       1       3       7       10      3       6       3       10      3       10      5       9       
Vardas7136          Pavarde7136         5       5       5       9       5       1       3       4       1       3       10      8       1       7       9       7       
Vardas7137          Pavarde7137         1       1       4       3       8       8       1       7       7       10      4       5       3       6       10      4       
Vardas7138          Pavarde7138         8       4       3       5       9       2       4       6       9       9       10      1       3       3       8       3       
Vardas7139          Pavarde7139         2       4       2       8       9       3       3       3       8       8       6       8       10      3       7       3       
Vardas7140          Pavarde7140         8       9       1       3       1       8       6       1       7       2       3       2       9       1       6       2       
Vardas7141          Pavarde7141         3       6       6       5       10      10      8       6       9       7       2       7       7       2       7       9       
Vardas7142          Pavarde7142         1       3       4       5       3       3       6       8       9       6       1       8       9       7       3       3       
Vardas7143          Pavarde7143         1       7       9       4       2       3       8       4       3       6       7       3       6       2       1       10      
Vardas7144          Pavarde7144         2       8       3       9       10      7       8       4       2       2       9       2       10      3       4       8       
Vardas7145          Pavarde7145         4       1       1       10      6       5       9       2       2       7       3       3       9       7       6       4       
Vardas7146          Pavarde7146         4       4       9       10      4       7       9       4       4       6       6       10      4       2       5       9       
Vardas7147          Pavarde7147         4       7       3       4       4       10      5       9       9       2       3       3       8       7       1       6       
Vardas7148          Pavarde7148         7       6       3       5       1       10      7       2       10      10      7       2       9       9       4       6       
Vardas7149          Pavarde7149         5       1       4       6       8       2       2       8       10      5       5       2       5       4       7       1       
Vardas7150          Pavarde7150         1       6       6       3       3       5       7       2       2       7       1       7       6       9       2       3       
Vardas7151          Pavarde7151         7       1       5       7       5       6       5       5       4       9       4       1       4       9       6       7       
Vardas7152          Pavarde7152         2       7       2       6       7       3       1       2       7       5       6       10      1       4       6       10      
Vardas7153          Pavarde7153         10      6       3       2       8       7       7       4       3       3       4       10      1       6       3       4       
Vardas7154          Pavarde7154         10      1       2       9       1       9       6       10      9       4       3       10      9       3       6       5       
Vardas7155          Pavarde7155         10      6       5       1       1       10      1       3       6       7       5       4       5       7       6       9       
Vardas7156          Pavarde7156         2       4       1       1       10      6       5       4       10      3       8       3       10      8       5       10      
Vardas7157          Pavarde7157         4       7       8       3       9       9       7       6       8       9       5       3       2       5       7       6       
Vardas7158          Pavarde7158         4       7       8       10      1       5       6       4       6       4       9       5       3       7       1       3       
Vardas7159          Pavarde7159         4       8       6       1       8       10      4       9       4       5       9       6       6       1       7       5       
Vardas7160          Pavarde7160         7       6       2       1       10      1       2       4       1       4       9       10      2       3       7       9       
Vardas7161          Pavarde7161         2       1       2       7       6       9       3       6       9       8       1       6       5       5       1       10      
Vardas7162          Pavarde7162         5       7       2       10      5       6       5       2       8       1       5       4       5       6       7       5       
Vardas7163          Pavarde7163         10      3       3       1       1       4       3       1       1       6       9       3       7       3       7       6       
Vardas7164          Pavarde7164         9       3       7       6       10      6       6       10      10      9       10      1       10      10      4       2       
Vardas7165          Pavarde7165         4       8       8       2       7       1       3       6       5       3       2       10      4       6       6       10      
Vardas7166          Pavarde7166         3       8       3       2       3       3       3       2       5       5       9       5       1       3       3       6       
Vardas7167          Pavarde7167         8       2       10      5       2       8       4       2       3       10      6       4       4       2       6       4       
Vardas7168          Pavarde7168         2       10      5       2       10      4       7       6       10      5       10      10      9       10      9       7       
Vardas7169          Pavarde7169         4       8       8       3       8       7       7       8       3       1       10      9       7       3       6       1       
Vardas7170          Pavarde7170         2       4       9       2       3       10      3       7       5       6       7       8       7       2       7       10      
Vardas7171          Pavarde7171         10      6       3       10      4       4       6       9       1       1       7       9       10      9       2       8       
Vardas7172          Pavarde7172         8       5       8       3       1       3       10      2       8       6       9       8       3       5       3       6       
Vardas7173          Pavarde7173         8       8       5       2       10      10      2       7       7       4       5       6       7       7       1       3       
Vardas7174          Pavarde7174         4       3       8       1       2       1       1       1       3       5       6       1       2       7       6       9       
Vardas7175          Pavarde7175         9       5       7       1       3       6       10      6       1       2       3       6       9       2       8       9       
Vardas7176          Pavarde7176         7       10      9       8       6       6       5       7       6       8       5       10      6       8       2       6       
Vardas7177          Pavarde7177         9       10      9       3       8       9       3       3       7       8       9       1       3       2       7       2       
Vardas7178          Pavarde7178         5       8       1       4       3       1       4       7       1       5       5       5       3       3       10      4       
Vardas7179          Pavarde7179         2       3       8       10      1       1       10      7       7       6       8       3       3       1       1       9       
Vardas7180          Pavarde7180         6       9       9       2       7       4       1       9       3       6       1       2       5       5       4       5       
Vardas7181          Pavarde7181         8       10      6       8       2       7       10      3       7       7       8       2       7       9       2       9       
Vardas7182          Pavarde7182         10      5       7       5       10      9       6       2       6       6       8       8       6       3       9       2       
Vardas7183          Pavarde7183         5       1       8       5       10      1       6       1       4       3       2       2       6       9       1       8       
Vardas7184          Pavarde7184         3       2       5       9       2       7       3       2       3       9       2       10      10      2       4       6       
Vardas7185          Pavarde7185         3       10      7       7       6       9       4       5       8       8       7       1       9       3       2       1       
Vardas7186          Pavarde7186         5       9       3       8       7       2       1       8       3       9       4       1       8       9       9       3       
Vardas7187          Pavarde7187         4       2       7       10      6       2       9       1       5       5       4       9       10      5       8       7       
Vardas7188          Pavarde7188         4       5       4       10      8       3       9       5       4       3       10      5       4       9       9       10      
Vardas7189          Pavarde7189         3       8       5       2       3       2       9       3       1       4       6       8       2       4       4       8       
Vardas7190          Pavarde7190         3       7       7       3       9       9       6       9       4       5       10      10      7       7       8       10      
Vardas7191          Pavarde7191         4       4       3       9       3       9       1       1       6       6       2       3       1       7       3       8       
Vardas7192          Pavarde7192         8       7       3       7       10      9       1       3       8       10      3       8       2       10      3       3       
Vardas7193          Pavarde7193         7       4       2       10      6       1       9       3       6       1       3       7       3       6       6       4       
Vardas7194          Pavarde7194         1       3       1       10      7       9       6       8       3       6       10      9       9       10      8       7       
Vardas7195          Pavarde7195         4       2       8       8       8       5       3       7       7       9       1       5       10      7       2       9       
Vardas7196          Pavarde7196         8       4       9       8       4       9       2       2       1       7       10      3       4       1       4       3       
Vardas7197          Pavarde7197         3       5       10      9       5       6       1       3       8       1       1       5       8       1       4       4       
Vardas7198          Pavarde7198         3       1       9       7       9       9       8       2       3       10      4       6       4       2       4       10      
Vardas7199          Pavarde7199         8       6       3       2       5       4       10      6       9       3       4       3       1       6       2       6       
Vardas7200          Pavarde7200         8       6       4       9       8       10      3       10      9       3       4       8       2       7       7       3       
Vardas7201          Pavarde7201         7       1       4       6       4       3       4       9       8       3       3       8       2       2       7       1       
Vardas7202          Pavarde7202         1       9       6       2       6       7       4       1       7       3       6       7       4       8       4       3       
Vardas7203          Pavarde7203         2       8       6       5       1       3       9       1       9       5       5       3       5       1       4       3       
Vardas7204          Pavarde7204         10      2       8       4       6       7       8       2       1       4       9       8       5       8       7       8       
Vardas7205          Pavarde7205         3       3       3       10      8       1       8       2       8       8       5       6       9       2       2       5       
Vardas7206          Pavarde7206         4       5       5       4       2       4       2       3       7       10      7       4       9       9       1       10      
Vardas7207          Pavarde7207         3       9       8       3       6       3       5       10      7       1       4       10      1       4       4       6       
Vardas7208          Pavarde7208         5       9       8       3       9       3       9       7       5       4       9       4       2       6       2       6       
Vardas7209          Pavarde7209         4       8       1       3       8       1       9       6       6       4       10      8       9       4       5       4       
Vardas7210          Pavarde7210         5       7       8       4       1       4       4       8       7       8       10      6       6       3       9       7       
Vardas7211          Pavarde7211         8       6       8       1       2       2       7       5       3       9       10      8       7       5       6       4       
Vardas7212          Pavarde7212         8       1       7       1       10      9       1       7       3       6       1       8       1       2       6       1       
Vardas7213          Pavarde7213         5       6       2       7       6       7       3       4       1       4       6       9       5       8       5       9       
Vardas7214          Pavarde7214         10      7       2       6       9       9       1       3       10      3       3       1       3       10      7       5       
Vardas7215          Pavarde7215         9       1       6       2       1       2       10      3       6       10      9       4       9       6       7       9       
Vardas7216          Pavarde7216         9       3       5       2       6       8       5       3       8       3       6       10      4       9       6       6       
Vardas7217          Pavarde7217         8       7       7       9       6       1       2       6       5       10      9       1       4       8       8       5       
Vardas7218          Pavarde7218         1       6       7       2       8       4       4       1       9       10      5       2       5       7       6       4       
Vardas7219          Pavarde7219         8       4       2       4       7       9       10      9       5       4       1       5       8       3       10      2       
Vardas7220          Pavarde7220         1       8       4       5       3       6       5       9       7       1       10      5       10      5       9       1       
Vardas7221          Pavarde7221         8       9       9       7       9       2       8       10      10      4       4       7       8       7       10      4       
Vardas7222          Pavarde7222         8       3       3       1       2       2       9       7       6       8       10      3       10      3       1       4       
Vardas7223          Pavarde7223         6       10      8       7       8       6       5       9       8       4       4       5       10      2       9       2       
Vardas7224          Pavarde7224         6       4       3       4       9       8       1       3       2       8       7       2       8       5       9       3       
Vardas7225          Pavarde7225         8       1       1       5       8       7       10      4       10      3       6       1       1       9       1       8       
Vardas7226          Pavarde7226         10      8       6       10      6       5       1       3       5       9       6       8       6       8       5       4       
Vardas7227          Pavarde7227         1       8       3       4       7       10      10      7       7       7       4       6       5       5       2       1       
Vardas7228          Pavarde7228         8       1       8       7       7       1       10      10      4       5       4       3       6       7       10      7       
Vardas7229          Pavarde7229         10      2       2       7       7       2       8       2       1       8       3       5       1       5       5       4       
Vardas7230          Pavarde7230         6       5       6       9       4       5       7       7       7       1       1       3       8       10      1       5       
Vardas7231          Pavarde7231         2       4       6       2       8       3       3       10      7       7       3       1       1       9       10      1       
Vardas7232          Pavarde7232         6       5       6       8       9       9       1       9       1       9       10      2       6       5       5       8       
Vardas7233          Pavarde7233         8       5       1       1       8       5       8       8       3       10      7       2       6       7       2       3       
Vardas7234          Pavarde7234         9       1       3       4       6       1       1       6       8       10      1       10      3       10      3       3       
Vardas7235          Pavarde7235         10      2       10      1       10      10      3       1       3       2       6       1       6       9       9       8       
Vardas7236          Pavarde7236         7       5       10      7       6       10      2       3       7       6       5       10      7       9       3       1       
Vardas7237          Pavarde7237         8       2       3       3       4       3       3       3       9       5       8       7       4       7       9       7       
Vardas7238          Pavarde7238         3       7       4       8       3       8       9       10      10      3       10      7       2       2       4       3       
Vardas7239          Pavarde7239         3       4       1       1       5       6       1       6       9       3       2       2       10      1       3       1       
Vardas7240          Pavarde7240         8       10      2       6       9       7       9       1       10      10      7       8       8       1       4       7       
Vardas7241          Pavarde7241         3       9       8       6       8       3       8       9       9       7       6       1       10      1       10      2       
Vardas7242          Pavarde7242         6       3       7       6       2       6       3       2       5       3       1       3       7       10      9       9       
Vardas7243          Pavarde7243         9       10      9       3       10      5       7       1       7       3       9       8       8       10      10      3       
Vardas7244          Pavarde7244         6       6       10      2       10      9       9       10      10      4       9       8       9       1       10      5       
Vardas7245          Pavarde7245         4       9       3       10      10      1       7       3       6       2       3       10      6       7       7       1       
Vardas7246          Pavarde7246         1       1       2       8       1       6       6       5       7       10      6       6       8       2       8       5       
Vardas7247          Pavarde7247         3       2       9       8       8       1       5       1       6       2       5       10      10      8       10      10      
Vardas7248          Pavarde7248         2       2       9       3       9       8       5       3       1       3       6       10      10      2       2       9       
Vardas7249          Pavarde7249         9       8       2       10      6       3       4       3       10      3       10      2       2       3       3       7       
Vardas7250          Pavarde7250         10      2       10      4       2       10      5       3       8       7       4       1       1       2       7       7       
Vardas7251          Pavarde7251         10      2       5       2       8       10      5       1       5       6       9       6       5       5       1       1       
Vardas7252          Pavarde7252         7       2       10      5       9       4       9       10      10      7       2       1       10      4       3       3       
Vardas7253          Pavarde7253         7       9       9       5       7       10      2       5       6       9       5       3       3       6       9       4       
Vardas7254          Pavarde7254         4       4       6       1       2       2       2       10      1       3       1       1       3       6       10      9       
Vardas7255          Pavarde7255         8       1       2       10      1       5       2       5       2       1       7       8       10      2       6       9       
Vardas7256          Pavarde7256         5       2       1       3       1       7       3       6       9       2       1       8       8       9       9       6       
Vardas7257          Pavarde7257         4       4       5       1       6       5       8       1       3       8       10      6       6       4       7       3       
Vardas7258          Pavarde7258         4       8       2       7       10      7       6       9       1       10      5       8       1       7       8       5       
Vardas7259          Pavarde7259         1       4       6       8       4       1       5       1       10      8       10      10      5       8       2       10      
Vardas7260          Pavarde7260         7       4       8       4       5       10      2       7       6       3       8       5       2       8       6       3       
Vardas7261          Pavarde7261         2       3       3       8       5       6       10      3       4       2       6       6       3       4       10      10      
Vardas7262          Pavarde7262         6       5       3       5       6       4       9       6       8       8       10      10      5       8       8       2       
Vardas7263          Pavarde7263         8       9       1       6       1       4       5       2       3       2       7       6       6       3       1       10      
Vardas7264          Pavarde7264         5       6       8       2       5       2       5       3       6       1       8       2       6       4       2       4       
Vardas7265          Pavarde7265         9       4       7       1       9       1       1       3       8       10      6       1       2       5       10      7       
Vardas7266          Pavarde7266         2       7       1       8       7       2       9       5       8       7       8       7       8       5       10      2       
Vardas7267          Pavarde7267         2       9       3       7       1       7       4       5       3       8       10      10      4       5       9       6       
Vardas7268          Pavarde7268         5       6       4       8       2       4       10      5       6       2       3       5       7       7       9       1       
Vardas7269          Pavarde7269         3       5       5       8       8       7       7       6       2       1       6       9       10      3       9       7       
Vardas7270          Pavarde7270         1       10      4       8       3       6       10      10      2       2       1       10      8       8       1       9       
Vardas7271          Pavarde7271         10      4       6       8       5       2       6       4       9       8       5       3       5       1       1       2       
Vardas7272          Pavarde7272         4       7       8       3       4       6       5       4       10      4       1       8       5       8       7       9       
Vardas7273          Pavarde7273         2       8       6       5       6       1       8       4       2       5       8       1       2       4       2       7       
Vardas7274          Pavarde7274         5       9       10      3       4       9       10      1       4       2       8       6       3       4       10      10      
Vardas7275          Pavarde7275         9       8       6       1       1       7       8       5       2       6       3       6       9       4       1       6       
Vardas7276          Pavarde7276         9       9       10      7       7       10      5       4       3       8       3       3       9       9       8       6       
Vardas7277          Pavarde7277         7       10      7       4       4       7       3       9       7       3       5       2       10      10      6       5       
Vardas7278          Pavarde7278         10      1       7       2       8       8       7       8       5       7       5       5       1       7       3       10      
Vardas7279          Pavarde7279         4       2       6       4       1       6       4       3       6       1       8       5       2       6       2       2       
Vardas7280          Pavarde7280         10      6       1       2       9       7       3       2       1       3       6       2       8       10      3       7       
Vardas7281          Pavarde7281         2       1       4       9       9       5       1       2       10      5       8       10      6       6       8       7       
Vardas7282          Pavarde7282         2       8       9       2       3       9       6       10      2       10      3       8       4       10      4       1       
Vardas7283          Pavarde7283         4       7       4       8       3       3       7       3       7       9       4       8       4       9       3       8       
Vardas7284          Pavarde7284         9       1       4       10      4       5       3       4       10      3       2       4       1       5       1       3       
Vardas7285          Pavarde7285         10      8       5       8       7       4       10      10      9       7       3       6       3       9       6       6       
Vardas7286          Pavarde7286         3       10      7       5       7       1       5       6       3       8       2       2       6       6       5       10      
Vardas7287          Pavarde7287         1       5       3       4       2       2       8       9       10      9       1       8       3       2       6       8       
Vardas7288          Pavarde7288         1       9       7       2       2       9       5       10      6       2       7       8       3       4       6       8       
Vardas7289          Pavarde7289         7       4       9       8       8       4       10      3       2       4       5       4       8       9       6       9       
Vardas7290          Pavarde7290         1       10      5       7       3       2       4       4       4       9       4       9       10      9       9       1       
Vardas7291          Pavarde7291         3       8       10      1       1       10      7       9       6       4       7       1       8       4       5       9       
Vardas7292          Pavarde7292         5       10      6       7       6       6       4       1       1       5       4       6       5       7       8       10      
Vardas7293          Pavarde7293         5       5       3       7       9       10      2       6       5       3       2       4       3       3       6       2       
Vardas7294          Pavarde7294         9       5       9       7       7       2       2       4       6       7       3       3       4       3       3       6       
Vardas7295          Pavarde7295         7       7       5       6       6       7       6       6       1       8       2       6       7       7       7       5       
Vardas7296          Pavarde7296         5       7       10      9       5       10      2       10      5       1       2       8       6       7       6       8       
Vardas7297          Pavarde7297         8       3       5       2       7       3       3       8       5       5       6       6       9       4       3       5       
Vardas7298          Pavarde7298         1       7       10      4       7       8       4       5       6       6       9       8       5       5       8       5       
Vardas7299          Pavarde7299         8       5       10      4       6       10      5       7       9       1       9       4       7       9       5       5       
Vardas7300          Pavarde7300         6       6       9       9       1       7       2       7       1       10      7       9       6       4       3       5       
Vardas7301          Pavarde7301         8       3       1       2       8       3       2       5       7       6       9       4       6       8       6       7       
Vardas7302          Pavarde7302         6       4       7       8       6       9       6       5       4       7       6       3       9       4       6       8       
Vardas7303          Pavarde7303         2       10      3       2       10      3       1       6       5       8       2       3       9       3       3       2       
Vardas7304          Pavarde7304         4       5       5       7       6       2       5       2       5       10      1       8       1       2       1       1       
Vardas7305          Pavarde7305         3       9       8       1       4       6       8       7       2       2       9       10      6       3       9       5       
Vardas7306          Pavarde7306         3       9       6       5       9       1       1       5       2       3       1       7       4       8       3       3       
Vardas7307          Pavarde7307         5       10      7       2       8       2       1       7       4       10      4       7       9       6       9       2       
Vardas7308          Pavarde7308         7       2       2       3       3       3       9       1       3       8       3       1       8       8       7       4       
Vardas7309          Pavarde7309         2       5       5       1       10      9       2       10      10      7       6       9       10      5       2       10      
Vardas7310          Pavarde7310         2       3       8       6       6       4       8       2       5       2       4       6       9       7       2       1       
Vardas7311          Pavarde7311         4       10      9       1       10      9       8       9       8       7       8       3       3       10      4       3       
Vardas7312          Pavarde7312         4       7       6       1       8       4       10      10      8       5       4       4       10      9       5       9       
Vardas7313          Pavarde7313         9       7       10      5       3       9       1       5       5       6       5       1       7       7       10      5       
Vardas7314          Pavarde7314         5       4       2       8       6       7       7       6       8       7       8       5       7       8       3       8       
Vardas7315          Pavarde7315         6       7       10      9       8       2       2       5       1       3       8       5       5       3       4       9       
Vardas7316          Pavarde7316         10      4       3       9       10      3       6       7       1       7       10      4       9       9       5       5       
Vardas7317          Pavarde7317         1       7       10      3       1       4       5       5       8       2       2       2       1       8       4       5       
Vardas7318          Pavarde7318         7       4       6       3       7       7       8       5       7       7       3       9       9       1       5       8       
Vardas7319          Pavarde7319         3       9       2       10      1       1       9       1       8       3       6       2       8       8       3       7       
Vardas7320          Pavarde7320         6       4       10      3       6       2       9       7       10      6       3       10      3       9       10      6       
Vardas7321          Pavarde7321         8       9       1       3       4       8       1       2       1       3       1       5       8       4       6       3       
Vardas7322          Pavarde7322         2       4       8       3       3       2       3       10      2       4       3       10      9       5       8       10      
Vardas7323          Pavarde7323         7       1       1       1       8       3       4       9       6       5       5       5       5       4       1       4       
Vardas7324          Pavarde7324         3       3       4       10      8       1       9       6       8       5       2       6       7       9       7       2       
Vardas7325          Pavarde7325         4       10      3       3       7       2       3       1       5       1       9       1       3       6       7       3       
Vardas7326          Pavarde7326         1       10      6       5       5       3       1       7       2       10      8       4       5       9       6       3       
Vardas7327          Pavarde7327         9       9       10      1       3       2       5       10      5       3       10      3       3       1       4       4       
Vardas7328          Pavarde7328         8       10      1       2       6       1       2       2       5       9       6       9       2       1       10      10      
Vardas7329          Pavarde7329         6       8       3       5       9       1       3       1       10      3       1       4       5       9       1       6       
Vardas7330          Pavarde7330         9       10      1       2       8       2       3       8       3       5       4       3       3       10      3       7       
Vardas7331          Pavarde7331         10      1       7       2       1       2       9       4       1       1       3       9       8       7       4       2       
Vardas7332          Pavarde7332         8       3       5       9       5       10      9       10      9       2       5       7       4       10      9       4       
Vardas7333          Pavarde7333         5       6       8       3       8       1       8       8       4       2       5       9       6       1       8       6       
Vardas7334          Pavarde7334         9       8       2       4       9       3       9       1       3       10      5       6       4       1       3       1       
Vardas7335          Pavarde7335         10      6       5       4       7       10      9       10      10      9       4       2       8       7       10      7       
Vardas7336          Pavarde7336         7       10      7       6       3       5       3       9       4       4       7       6       9       9       5       6       
Vardas7337          Pavarde7337         6       1       2       10      10      10      1       4       1       4       3       4       4       10      4       9       
Vardas7338          Pavarde7338         2       8       7       1       5       1       10      4       2       8       2       2       1       7       8       4       
Vardas7339          Pavarde7339         9       7       10      4       7       7       7       9       4       1       1       5       6       6       3       1       
Vardas7340          Pavarde7340         10      6       8       2       5       1       8       1       8       4       1       5       10      9       9       10      
Vardas7341          Pavarde7341         9       1       9       8       4       5       4       1       9       4       4       9       5       3       7       6       
Vardas7342          Pavarde7342         3       8       3       10      7       9       5       7       8       5       7       1       4       9       3       5       
Vardas7343          Pavarde7343         2       10      7       7       5       9       5       3       9       6       5       2       4       8       1       2       
Vardas7344          Pavarde7344         5       4       8       7       8       2       6       8       5       1       10      7       1       2       1       2       
Vardas7345          Pavarde7345         2       6       2       10      7       3       5       10      6       4       9       1       3       6       3       2       
Vardas7346          Pavarde7346         9       9       2       9       4       9       5       9       5       10      5       2       8       5       8       7       
Vardas7347          Pavarde7347         8       5       3       7       9       3       3       10      5       10      1       3       7       9       6       9       
Vardas7348          Pavarde7348         8       9       9       4       7       6       10      3       10      9       10      2       1       8       5       4       
Vardas7349          Pavarde7349         5       4       2       5       9       2       3       10      5       2       10      7       4       1       3       7       
Vardas7350          Pavarde7350         2       4       10      3       4       3       1       8       6       6       2       2       9       3       2       7       
Vardas7351          Pavarde7351         9       7       7       9       8       8       4       9       1       4       10      9       8       4       5       10      
Vardas7352          Pavarde7352         10      9       2       6       1       6       3       3       7       4       1       6       9       1       8       9       
Vardas7353          Pavarde7353         5       10      1       1       4       4       7       7       6       2       8       8       7       4       7       9       
Vardas7354          Pavarde7354         10      9       8       1       8       7       4       5       6       9       6       3       7       2       3       5       
Vardas7355          Pavarde7355         3       3       10      9       5       2       9       5       8       1       6       8       7       8       8       9       
Vardas7356          Pavarde7356         4       10      1       9       3       2       7       6       4       9       2       4       3       10      5       6       
Vardas7357          Pavarde7357         3       5       3       4       1       4       9       8       4       8       9       8       4       9       9       7       
